bank_task_code;domain;pattern;group;subgroup;difficulty;source;title;task_description;solution_outline;common_mistakes;loaded_to_db_at
BANK_SQL_153;sql;null_handling;SQL Theory;NULL Handling;3;AI;NULL в агрегатных функциях;Как ведут себя SUM, AVG, COUNT, MAX с NULL значениями? Объясни для каждой функции.;SUM игнорирует NULL. AVG игнорирует NULL (сумма / количество NOT NULL). COUNT(*) считает все строки. COUNT(column) игнорирует NULL. MAX/MIN игнорируют NULL;"Думают что SUM с NULL даёт NULL; путают COUNT(*) и COUNT(column)";2026-07-16 00:00:00
BANK_SQL_154;sql;indexes;SQL Theory;Performance;1;AI;Зачем нужны индексы;Что такое индекс в базе данных? Какую проблему он решает? Приведи аналогию из жизни.;Индекс — структура для быстрого поиска строк. Аналогия: оглавление книги. Без индекса — Seq Scan (просмотр всех строк);"Думают что индекс всегда ускоряет; не понимают что индекс тоже занимает место";2026-07-16 00:00:00
BANK_SQL_155;sql;indexes;SQL Theory;Performance;2;AI;EXPLAIN и Seq Scan;Запрос SELECT * FROM orders WHERE customer_id = 42 показывает Seq Scan в EXPLAIN. Что это значит? Что нужно сделать для ускорения?;Seq Scan — полный перебор таблицы. Нужно создать индекс: CREATE INDEX idx_orders_customer ON orders(customer_id);"Предлагают править запрос; не понимают что Seq Scan это отсутствие индекса";2026-07-16 00:00:00
BANK_SQL_156;sql;indexes;SQL Theory;Performance;3;AI;Индекс для LIKE по началу строки;Запрос SELECT * FROM products WHERE product_name LIKE 'Samsung%' работает медленно на большой таблице. Какой индекс поможет? Поможет ли он для LIKE '%Samsung%'?;Поможет B-tree индекс по product_name (только для префиксного поиска 'Samsung%'). Для '%Samsung%' B-tree бесполезен, нужен GIN/GIST с триграммами (pg_trgm);Создают обычный индекс и удивляются что LIKE '%text%' всё равно медленный;2026-07-16 00:00:00
BANK_SQL_157;sql;window_function_concepts;SQL Theory;Window Functions;1;AI;PARTITION BY vs GROUP BY;Объясни разницу между PARTITION BY и GROUP BY в SQL. Могут ли они использоваться вместе?;GROUP BY сворачивает строки в группы (одна строка на группу). PARTITION BY определяет окно для каждой строки, не сворачивая. Могут использоваться вместе (оконная функция после GROUP BY);"Думают что PARTITION BY это просто ""GROUP BY внутри OVER""";2026-07-16 00:00:00
BANK_SQL_158;sql;window_function_concepts;SQL Theory;Window Functions;2;AI;ROW_NUMBER vs RANK vs DENSE_RANK;Даны значения: 100, 90, 90, 80. Какие номера присвоят ROW_NUMBER, RANK и DENSE_RANK при сортировке по убыванию?;ROW_NUMBER: 1, 2, 3, 4. RANK: 1, 2, 2, 4 (пропуск 3). DENSE_RANK: 1, 2, 2, 3 (без пропусков);"Путают RANK и DENSE_RANK; не понимают когда какой использовать";2026-07-16 00:00:00
BANK_SQL_159;sql;window_function_concepts;SQL Theory;Window Functions;3;AI;ROWS vs RANGE в оконных функциях;Объясни разницу между ROWS BETWEEN 2 PRECEDING AND CURRENT ROW и RANGE BETWEEN 2 PRECEDING AND CURRENT ROW. Приведи пример с дублирующимися значениями в ORDER BY.;ROWS работает по физическим строкам (ровно 3 строки). RANGE работает по значениям ORDER BY (все строки с такими же значениями). При дубликатах RANGE может включить больше строк чем ROWS;"Думают что ROWS и RANGE взаимозаменяемы; не понимают влияние дубликатов на RANGE";2026-07-16 00:00:00
BANK_STAT_001;statistics;ab_testing_design;A/B Testing;Experiment Design;1;AI;Ключевые метрики A/B-теста;Какие четыре ключевых параметра необходимо зафиксировать до запуска A/B-теста? Назови и кратко опиши каждый.;1) α (уровень значимости, обычно 0.05) — вероятность ошибки I рода. 2) β или мощность (1-β, обычно 0.80) — вероятность обнаружить эффект. 3) MDE (минимальный детектируемый эффект) — минимальная practically значимая разница. 4) Размер выборки — сколько наблюдений нужно для заданных α, β, MDE;"Путают MDE с фактическим эффектом; забывают про мощность; не фиксируют параметры заранее";2026-07-16 00:00:00
BANK_STAT_002;statistics;ab_testing_design;A/B Testing;Experiment Design;2;AI;Расчёт размера выборки для конверсии;Текущая конверсия лендинга — 5%. Ожидаемый прирост после редизайна — до 6% (MDE = 1 п.п.). Сколько наблюдений на группу нужно при α = 0.05 и мощности 80%? Используй упрощённую формулу: n = (Zα/2 + Zβ)² × (p1(1-p1) + p2(1-p2)) / (p2 - p1)², где Zα/2 = 1.96, Zβ = 0.84.;Подставляем: p1=0.05, p2=0.06. n = (1.96+0.84)² × (0.05×0.95 + 0.06×0.94) / (0.01)² = 7.84 × (0.0475+0.0564) / 0.0001 = 7.84 × 0.1039 / 0.0001 = 8146 на группу. Всего ≈ 16292;"Используют формулу для средних вместо долей; путают p1 и p2 местами; забывают умножить на 2 для обеих групп";2026-07-16 00:00:00
BANK_STAT_003;statistics;ab_testing_design;A/B Testing;Experiment Design;3;AI;Проблема подглядывания и секвенциальный анализ;Команда запустила A/B-тест и проверяет p-value каждый день, останавливая тест как только p-value < 0.05. Объясни, почему это проблема. Предложи корректный метод анализа с промежуточными проверками.;Проблема: множественные проверки раздувают α (вместо 0.05 может стать 0.20+). Корректный метод: групповой последовательный дизайн (group sequential design) с границами О'Брайена-Флеминга или Покока. Границы корректируются так, чтобы общий α оставался 0.05. Либо использовать байесовский подход со стоппинг-правилами;"Думают что ничего страшного; предлагают просто уменьшить α; не знают про корректировку границ";2026-07-16 00:00:00
BANK_STAT_004;statistics;association_measures;Categorical Analysis;Association Measures;1;AI;Коэффициент Крамера V;Что измеряет коэффициент Крамера V? В каких границах он находится? Когда достигает 0, а когда 1?;Крамер V измеряет силу связи между категориальными признаками. Находится в [0, 1]. 0 — полная независимость, 1 — полная связь. Основан на χ²-статистике, нормированной на размер таблицы и выборки;"Путают с коэффициентом корреляции Пирсона; думают что V может быть отрицательным";2026-07-16 00:00:00
BANK_STAT_005;statistics;association_measures;Categorical Analysis;Association Measures;2;AI;Расчёт Крамера V по данным;Проведён χ²-тест независимости для таблицы 3×3. χ² = 24.5, n = 200. Найди Крамер V и проинтерпретируй результат.;V = √(χ² / (n × min(r-1, c-1))) = √(24.5 / (200 × 2)) = √(24.5 / 400) = √0.06125 ≈ 0.247. Это слабая или умеренная связь (обычно V<0.3 слабая, 0.3-0.6 средняя, >0.6 сильная);"Забывают min(r-1, c-1) и делят на (r-1)(c-1); неправильно интерпретируют величину";2026-07-16 00:00:00
BANK_STAT_006;statistics;association_measures;Categorical Analysis;Association Measures;3;AI;Выбор между Крамером V и Чупровым T;Объясни разницу между коэффициентами Крамера V и Чупрова T. В каком случае они дают одинаковый результат? Когда лучше использовать Чупрова T?;Крамер V: V = √(χ²/(n×min(r-1,c-1))). Чупров T: T = √(χ²/(n×√((r-1)(c-1)))). Они совпадают для квадратных таблиц (r=c). Чупров T лучше для прямоугольных таблиц, так как меньше завышает силу связи;"Думают что тесты взаимозаменяемы; не понимают влияния размера таблицы";2026-07-16 00:00:00
BANK_STAT_007;statistics;categorical_descriptive_statistics;Categorical Analysis;Descriptive Statistics;1;AI;Таблица сопряжённости и частоты;Таблица: survey (respondent_id, gender, product_preference). gender: 'Male', 'Female'. product_preference: 'A', 'B', 'C'. Напиши запрос (мысленно) для построения таблицы сопряжённости gender × product_preference с частотами.;SELECT gender, product_preference, COUNT(*) AS frequency FROM survey GROUP BY gender, product_preference ORDER BY gender, product_preference. Затем можно развернуть через PIVOT (CASE WHEN) для наглядности;"Путают COUNT и SUM; забывают GROUP BY по обоим признакам";2026-07-16 00:00:00
BANK_STAT_008;statistics;categorical_descriptive_statistics;Categorical Analysis;Descriptive Statistics;2;AI;Маргинальные и условные доли;Дана таблица сопряжённости: пол × предпочтение продукта. Объясни разницу между: а) долей мужчин среди всех респондентов (маргинальная), б) долей предпочитающих продукт A среди мужчин (условная). Приведи формулы.;а) Маргинальная доля мужчин = N(муж) / N(все). б) Условная доля A|муж = N(муж и A) / N(муж). Маргинальная — доля от всей выборки. Условная — доля внутри подгруппы;"Путают условные и маргинальные доли; делят на общее количество а не на количество в подгруппе";2026-07-16 00:00:00
BANK_STAT_009;statistics;categorical_descriptive_statistics;Categorical Analysis;Descriptive Statistics;3;AI;Стандартизация по возрасту;В двух регионах разная возрастная структура населения. Как сравнить долю курящих в этих регионах корректно? Предложи метод стандартизации.;Прямая стандартизация: вычисляем возрастные доли курящих в каждом регионе, затем применяем их к единой стандартной возрастной структуре (например, средней по стране). Получаем стандартизованную долю. Косвенная стандартизация: если известны общие показатели — через стандартизованный коэффициент (SMR);"Сравнивают сырые доли без учёта возрастной структуры; не понимают когда нужна стандартизация";2026-07-16 00:00:00
BANK_STAT_010;statistics;chi_square_goodness_of_fit;Categorical Analysis;Goodness of Fit;1;AI;Проверка равномерности игральной кости;Игральную кость бросили 60 раз. Ожидаемое: каждое число 1-6 выпадает 10 раз. Фактически: 1 — 8, 2 — 12, 3 — 7, 4 — 14, 5 — 9, 6 — 10. Сформулируй H₀ и H₁ для критерия согласия χ².;H₀: распределение выпадений равномерно (P(каждого) = 1/6). H₁: распределение отличается от равномерного. Статистика: Σ((O-E)²/E) с df=5;"Путают с χ²-тестом независимости; неправильно формулируют H₀ (пишут ""кости нечестные"" в H₀)";2026-07-16 00:00:00
BANK_STAT_011;statistics;chi_square_goodness_of_fit;Categorical Analysis;Goodness of Fit;2;AI;Проверка соответствия распределению Пуассона;В таблице зафиксировано количество звонков в минуту: 0 звонков — 15 раз, 1 — 30, 2 — 25, 3 — 20, 4+ — 10. Всего 100 минут. Среднее = 1.8 звонка/мин. Проверь гипотезу о пуассоновском распределении. Как посчитать ожидаемые частоты?;Для каждого k: P(X=k) = (λ^k × e^(-λ)) / k!. E(k) = P(X=k) × 100. Для k≥4: P(X≥4) = 1 - ΣP(0..3). Степени свободы: категории - 1 - число_оценённых_параметров = 5-1-1=3 (λ оценена по данным);"Забывают вычесть степень свободы за оценённый параметр λ; неправильно группируют хвост";2026-07-16 00:00:00
BANK_STAT_012;statistics;chi_square_goodness_of_fit;Categorical Analysis;Goodness of Fit;3;AI;Сравнение с теоретическим распределением;Генетик ожидает расщепление по Менделю 9:3:3:1. В эксперименте получено: 560, 190, 180, 70 (всего 1000). Проверь гипотезу о соответствии ожидаемому расщеплению на уровне α = 0.05. Рассчитай χ²-статистику и сделай вывод.;Ожидаемые: 9/16×1000=562.5, 3/16×1000=187.5, 3/16×1000=187.5, 1/16×1000=62.5. χ² = (560-562.5)²/562.5 + (190-187.5)²/187.5 + (180-187.5)²/187.5 + (70-62.5)²/62.5 = 0.011+0.033+0.300+0.900 = 1.244. df=3. Критическое χ²(3,0.05)=7.815. 1.244<7.815 → не отвергаем H₀;"Арифметические ошибки в ожидаемых частотах; путают df=3 и df=4; не сравнивают с критическим значением";2026-07-16 00:00:00
BANK_STAT_013;statistics;mcnemar_test;Categorical Analysis;Paired Categorical Tests;1;AI;Тест МакНимара: до и после;Провели опрос до и после рекламной кампании: 200 человек. До: 120 узнавали бренд, 80 нет. После: 150 узнают, 50 нет. Можно ли использовать тест МакНимара? Сформулируй H₀.;"Да, можно. Данные зависимые (одни и те же люди). H₀: доля изменивших мнение с ""нет"" на ""да"" равна доле с ""да"" на ""нет"". Тест учитывает только discordant pairs (b и c)";"Путают с χ²-тестом независимости; применяют t-тест для зависимых выборок";2026-07-16 00:00:00
BANK_STAT_014;statistics;mcnemar_test;Categorical Analysis;Paired Categorical Tests;2;AI;Расчёт статистики МакНимара;"После теста МакНимара таблица 2×2: было ""да"" стало ""да"" = 80, было ""да"" стало ""нет"" = 20, было ""нет"" стало ""да"" = 35, было ""нет"" стало ""нет"" = 65. Рассчитай χ²-статистику и проверь значимость при α=0.05 (крит. значение 3.84).";χ² = (|b-c|-1)²/(b+c) с поправкой Йейтса или χ² = (b-c)²/(b+c) без поправки. b=20, c=35. Без поправки: (20-35)²/55 = 225/55 ≈ 4.09. 4.09 > 3.84 → значимо. С поправкой: (|20-35|-1)²/55 = 14²/55 = 196/55 ≈ 3.56. 3.56 < 3.84 → не значимо (консервативнее);"Путают b и c; используют не те ячейки (a и d не входят в формулу); забывают про поправку";2026-07-16 00:00:00
BANK_STAT_015;statistics;mcnemar_test;Categorical Analysis;Paired Categorical Tests;3;AI;Выбор между МакНимаром и χ² независимости;Опиши ситуацию: две группы пациентов (основная и контрольная), измеряется бинарный исход (выздоровел/нет). В каком случае нужен тест МакНимара, а в каком χ²-тест независимости?;МакНимар: если группы ЗАВИСИМЫ (например, matched pairs — каждый пациент из основной группы имеет пару в контрольной по возрасту и полу). χ² независимости: если группы НЕЗАВИСИМЫ (рандомизированное распределение, разные люди);"Применяют МакНимара для независимых групп и наоборот; не проверяют дизайн исследования";2026-07-16 00:00:00
BANK_STAT_016;statistics;cochran_q_test;Categorical Analysis;Paired Categorical Tests;1;AI;Назначение Q-теста Кохрена;Что проверяет Q-тест Кохрена? Сколько должно быть измерений и какой тип данных? Приведи пример задачи.;"Q-тест Кохрена проверяет равенство долей для 3+ зависимых бинарных выборок. Данные: бинарные (0/1), зависимые измерения (например, одни и те же люди в 3 моментов времени). Пример: ""изменилась ли доля курящих среди одной группы до, сразу после и через год после программы?""";"Путают с ANOVA; применяют для независимых групп; используют для количественных данных";2026-07-16 00:00:00
BANK_STAT_017;statistics;cochran_q_test;Categorical Analysis;Paired Categorical Tests;2;AI;Гипотезы Q-теста Кохрена;Группа из 30 студентов сдавала 3 теста (лёгкий, средний, сложный). Результат: сдал/не сдал. Сформулируй H₀ и H₁ для Q-теста Кохрена. Какая статистика используется?;H₀: доля сдавших одинакова для всех трёх тестов. H₁: хотя бы для одного теста доля сдавших отличается. Статистика Q распределена как χ² с df = k-1 (k=3 → df=2);Путают с гипотезами Фридмана (тот для количественных/порядковых данных);2026-07-16 00:00:00
BANK_STAT_018;statistics;cochran_q_test;Categorical Analysis;Paired Categorical Tests;3;AI;Сравнение Кохрена и Фридмана;Объясни разницу между Q-тестом Кохрена и тестом Фридмана. Когда какой применять? Приведи конкретный пример данных, где нужен Кохрен, а не Фридман.;"Кохрен: для БИНАРНЫХ данных (0/1). Фридман: для ПОРЯДКОВЫХ или КОЛИЧЕСТВЕННЫХ данных (например, оценки 1-5). Пример для Кохрена: 20 пациентов, 3 лечения, исход — ""помогло/не помогло"". Пример для Фридмана: те же пациенты, но исход — ""уровень боли по шкале 0-10""";"Применяют Фридмана для бинарных данных; не проверяют тип переменной перед выбором";2026-07-16 00:00:00
BANK_STAT_019;statistics;pearson_correlation;Correlation;Correlation Mesuares;1;AI;Формула коэффициента Пирсона;Напиши формулу коэффициента корреляции Пирсона и объясни её компоненты. В каком диапазоне находится r?;r = Σ((xi - x̄)(yi - ȳ)) / √(Σ(xi-x̄)² × Σ(yi-ȳ)²). Диапазон: [-1, 1]. 1 — полная положительная линейная связь, -1 — отрицательная, 0 — отсутствие линейной связи;"Путают с коэффициентом Спирмена; думают что r=0 означает независимость; забывают что r меряет только ЛИНЕЙНУЮ связь";2026-07-16 00:00:00
BANK_STAT_020;statistics;pearson_correlation;Correlation;Correlation Mesuares;2;AI;Интерпретация r и r²;Для двух переменных получен коэффициент корреляции r = 0.80. Что это означает? Чему равен коэффициент детерминации r² и как его интерпретировать?;r = 0.80 — сильная положительная линейная связь. r² = 0.64 — 64% дисперсии одной переменной объясняется линейной зависимостью от другой (и наоборот);"Путают r и r²; интерпретируют r² как ""64% данных объясняется""; не понимают что r² — доля объяснённой дисперсии";2026-07-16 00:00:00
BANK_STAT_021;statistics;pearson_correlation;Correlation;Correlation Mesuares;3;AI;Проверка значимости r;Выборка n=25, r=0.35. Проверь гипотезу H₀: ρ=0 против H₁: ρ≠0 на уровне α=0.05. Используй t-статистику: t = r × √(n-2) / √(1-r²). Критическое t(23, 0.025) ≈ 2.069.;Подставляем: t = 0.35 × √23 / √(1-0.1225) = 0.35 × 4.796 / √0.8775 = 1.679 / 0.937 ≈ 1.792. 1.792 < 2.069 → не отвергаем H₀. Корреляция статистически не значима на уровне 0.05;"Забывают про n-2 степеней свободы; путают формулу; не сравнивают модуль t с критическим";2026-07-16 00:00:00
BANK_STAT_022;statistics;spearman_correlation;Correlation;Correlation Mesuares;1;AI;Когда применять Спирмена вместо Пирсона;Опиши ситуации, когда коэффициент корреляции Спирмена предпочтительнее Пирсона. Приведи конкретные примеры данных.;Спирмен предпочтительнее: 1) данные не нормально распределены, 2) порядковая шкала, 3) монотонная, но не обязательно линейная связь, 4) наличие выбросов. Пример: связь между местом в рейтинге и доходом (порядковые/скошенные данные);"Применяют Пирсона для порядковых данных; не проверяют нормальность перед выбором";2026-07-16 00:00:00
BANK_STAT_023;statistics;spearman_correlation;Correlation;Correlation Mesuares;2;AI;Расчёт Спирмена для малой выборки;Даны пары значений (x, y): (10, 25), (20, 18), (30, 30), (40, 22), (50, 12). Рассчитай коэффициент Спирмена.;Ранги x: 1,2,3,4,5. Ранги y: (25→4, 18→2, 30→5, 22→3, 12→1) = 4,2,5,3,1. Разности d: -3,0,-2,1,4. Σd²=9+0+4+1+16=30. rs = 1 - 6×30/(5×24) = 1 - 180/120 = 1 - 1.5 = -0.5. Умеренная отрицательная связь;"Путают ранги (начинают с 0); неправильно ранжируют при совпадениях; арифметические ошибки";2026-07-16 00:00:00
BANK_STAT_024;statistics;spearman_correlation;Correlation;Correlation Mesuares;3;AI;Спирмен vs Пирсон на одних данных;Приведи пример, где коэффициент Пирсона близок к 0, а Спирмен близок к 1. Объясни, почему так происходит.;Пример: y = x² для x от -5 до 5. Пирсон ≈ 0 (симметричная парабола не линейна). Спирмен = 1 (монотонная связь после ранжирования: большие |x| дают большие y). Спирмен улавливает монотонные, но нелинейные связи;"Думают что тесты всегда дают похожие результаты; не понимают концепцию монотонности";2026-07-16 00:00:00
BANK_STAT_025;statistics;kendall_correlation;Correlation;Correlation Mesuares;1;AI;Коэффициент τ Кендалла;Что измеряет коэффициент корреляции Кендалла? Чем он отличается от Спирмена в способе расчёта?;Кендалл τ измеряет силу монотонной связи через сравнение конкордантных (согласованных) и дискордантных пар. Отличие от Спирмена: τ основан на вероятности того, что пары наблюдений упорядочены одинаково, а не на разнице рангов;"Путают формулу расчёта со Спирменом; думают что τ всегда равен rs";2026-07-16 00:00:00
BANK_STAT_026;statistics;kendall_correlation;Correlation;Correlation Mesuares;2;AI;Выбор между Спирменом и Кендаллом;Когда лучше использовать τ Кендалла вместо ρ Спирмена? Назови два преимущества τ.;1) τ Кендалла лучше работает на малых выборках (менее смещённая оценка). 2) τ имеет более точную аппроксимацию нормальным распределением. 3) τ более робастен к выбросам в рангах. Минус: сложнее вычисляется;"Всегда используют Спирмена; не знают преимуществ Кендалла";2026-07-16 00:00:00
BANK_STAT_027;statistics;kendall_correlation;Correlation;Correlation Mesuares;3;AI;Расчёт τ для данных с совпадающими рангами;Даны пары: (1,2), (2,1), (3,4), (3,4), (4,3). Обрати внимание на совпадающие ранги. Рассчитай τ-b Кендалла.;Конкордантные пары: (1,2)-(3,4) — да, (1,2)-(3,4) — да, (1,2)-(4,3) — нет, (2,1)-(3,4) — да, (2,1)-(3,4) — да, (2,1)-(4,3) — да, (3,4)-(4,3) — нет, и т.д. Всего C(5,2)=10 пар. nc=6, nd=3, tie только в x (3,4 дважды). τ-b = (6-3)/√((10-2)(10-1)) = 3/√72 ≈ 0.354;"Забывают про корректировку на совпадающие ранги (τ-b vs τ-a); неправильно считают конкордантные пары";2026-07-16 00:00:00
BANK_STAT_028;statistics;mean_vs_median;Descriptive Statistics;Central Tendency;1;AI;Выбор между средним и медианой;Дана выборка зарплат в отделе: 30, 35, 40, 45, 50, 55, 60, 300 (тыс. руб.). Какую меру центральной тенденции выбрать — среднее или медиану? Почему?;"Лучше медиану: 47.5 тыс. руб. Среднее = 76.9 тыс. руб. — сильно завышено из-за выброса 300. Медиана устойчива к выбросам и лучше отражает ""типичную"" зарплату";"Выбирают среднее ""потому что привыкли""; не замечают выброс; думают что среднее всегда лучше";2026-07-16 00:00:00
BANK_STAT_029;statistics;mean_vs_median;Descriptive Statistics;Central Tendency;2;AI;Симметричное vs асимметричное распределение;Опиши, как соотносятся среднее, медиана и мода в симметричном, правостороннем и левостороннем распределениях.;Симметричное: среднее ≈ медиана ≈ мода. Правостороннее (положительная асимметрия): мода < медиана < среднее. Левостороннее (отрицательная): среднее < медиана < мода;"Путают право- и левостороннее направления; думают что асимметрия всегда вправо";2026-07-16 00:00:00
BANK_STAT_030;statistics;mean_vs_median;Descriptive Statistics;Central Tendency;3;AI;Усечённое среднее как компромисс;Объясни, что такое усечённое среднее (trimmed mean). В какой ситуации оно лучше и среднего, и медианы? Приведи пример расчёта для выборки: 2, 3, 4, 5, 6, 7, 8, 100 (усечение 10% с каждого конца).;Усечённое среднее: отбрасываются k% наименьших и k% наибольших значений, затем считается среднее. Пример (10% от 8 ≈ 1 значение с каждого конца): отбрасываем 2 и 100. Среднее оставшихся = (3+4+5+6+7+8)/6 ≈ 5.5. Обычное среднее = 16.9, медиана = 5.5. Здесь усечённое совпало с медианой, но на больших выборках даёт более стабильную оценку;"Отбрасывают неправильный процент; не понимают компромисс между робастностью и эффективностью";2026-07-16 00:00:00
BANK_STAT_031;statistics;variable_types;Descriptive Statistics;Data Types;1;AI;Типы переменных;Определи тип каждой переменной: возраст (полных лет), пол (м/ж), уровень образования (школа/бакалавр/магистр/PhD), температура в градусах Цельсия, рейтинг фильма (1-5 звёзд).;Возраст — количественная, дискретная. Пол — категориальная, номинальная. Образование — категориальная, порядковая. Температура — количественная, непрерывная (интервальная шкала). Рейтинг — категориальная, порядковая;"Путают порядковую и количественную; думают что рейтинг 1-5 это количественная; не различают интервальную и относительную шкалы";2026-07-16 00:00:00
BANK_STAT_032;statistics;variable_types;Descriptive Statistics;Data Types;2;AI;Влияние типа переменной на выбор статистики;"Для переменной ""уровень боли"" (шкала 0-10) можно ли считать среднее? А медиану? Какой тест выбрать для сравнения двух групп: t-тест или Манна-Уитни?";Среднее — спорно (порядковая шкала, интервалы между баллами могут быть неравны). Медиана — допустимо. Для сравнения — Манна-Уитни, так как шкала порядковая и t-тест требует количественных данных;"Считают что раз числа, то можно t-тест; не учитывают природу шкалы";2026-07-16 00:00:00
BANK_STAT_033;statistics;variable_types;Descriptive Statistics;Data Types;3;AI;Шкалы измерения и допустимые операции;Перечисли 4 типа шкал (номинальная, порядковая, интервальная, относительная). Какие математические операции допустимы на каждой? Приведи примеры переменных.;Номинальная: только =, ≠ (цвет глаз). Порядковая: =, ≠, <, > (уровень согласия). Интервальная: +, -, нет истинного нуля (температура в °C). Относительная: все арифметические операции, есть истинный ноль (вес, рост, доход);"Путают интервальную и относительную; думают что температура в °C имеет истинный ноль";2026-07-16 00:00:00
BANK_STAT_034;statistics;ecdf;Descriptive Statistics;ECDF;1;AI;Построение ECDF;Дана выборка: 1, 2, 2, 3, 5. Построй эмпирическую функцию распределения (ECDF). Чему равно значение ECDF в точке x = 2.5?;ECDF(x) = доля наблюдений ≤ x. Для x=2.5: значения ≤ 2.5 это 1,2,2 → 3 из 5 → ECDF(2.5) = 0.6. Функция: ECDF(x<1)=0, ECDF(1≤x<2)=0.2, ECDF(2≤x<3)=0.6, ECDF(3≤x<5)=0.8, ECDF(x≥5)=1.0;"Путают ""строго меньше"" и ""меньше или равно""; неправильно считают накопленные доли";2026-07-16 00:00:00
BANK_STAT_035;statistics;ecdf;Descriptive Statistics;ECDF;2;AI;Интерпретация графика ECDF;По графику ECDF определи приблизительно медиану, 25-й и 75-й перцентили. Как найти долю наблюдений с значением > X?;Медиана: значение x где ECDF(x) = 0.5 (пересечение с горизонталью 0.5). Q1: ECDF = 0.25. Q3: ECDF = 0.75. Доля > X = 1 - ECDF(X). Например, если ECDF(10)=0.7, то доля >10 = 0.3;"Путают ECDF с гистограммой; не понимают что ECDF всегда растёт от 0 до 1";2026-07-16 00:00:00
BANK_STAT_036;statistics;ecdf;Descriptive Statistics;ECDF;3;AI;Сравнение двух распределений через ECDF;Даны ECDF двух выборок: время отклика старого и нового сервера. Кривая нового сервера лежит выше и левее. Что это означает? Как формально проверить различие?;Кривая нового сервера выше при меньших значениях → новый сервер быстрее (больше вероятность малого времени отклика). Формально: двухвыборочный тест Колмогорова-Смирнова (проверяет различие распределений);"Говорят только ""один лучше другого"" без количественной оценки; не знают про KS-тест";2026-07-16 00:00:00
BANK_STAT_037;statistics;outliers;Descriptive Statistics;Z-score For Outliers;1;AI;Метод IQR для обнаружения выбросов;Дан набор: 10, 12, 15, 15, 16, 18, 22, 25, 100. Найди выбросы методом межквартильного размаха. Q1=14, Q3=23.5, IQR=9.5. Какие значения считаются выбросами?;Нижняя граница: Q1 - 1.5×IQR = 14 - 14.25 = -0.25. Верхняя: Q3 + 1.5×IQR = 23.5 + 14.25 = 37.75. Значение 100 > 37.75 → выброс. Значения ниже -0.25 отсутствуют. Только 100 — выброс;"Используют 2×IQR или 3×IQR; не проверяют обе границы; путают с Z-score";2026-07-16 00:00:00
BANK_STAT_038;statistics;outliers;Descriptive Statistics;Z-score For Outliers;2;AI;Стратегии обработки выбросов;Назови три стратегии обработки выбросов в данных перед анализом. Для каждой опиши, когда она уместна.;1) Удаление: когда выброс — явная ошибка данных. 2) Винсоризация (замена на граничное значение): выброс — реальное, но экстремальное значение, хотим сохранить наблюдение. 3) Трансформация (логарифмирование): данные с тяжёлыми хвостами, приближаем к нормальности;"Всегда удаляют выбросы; не анализируют причину; не знают про винсоризацию";2026-07-16 00:00:00
BANK_STAT_039;statistics;outliers;Descriptive Statistics;Z-score For Outliers;3;AI;Маскировка выбросов;Объясни эффект маскировки (masking) при обнаружении выбросов. Почему метод IQR или Z-score может не обнаружить явный выброс? Приведи пример.;"Маскировка: несколько выбросов ""маскируют"" друг друга, искажая среднее и SD. Пример: выборка: 1,2,3,4,5,100,101. Среднее≈30.9, SD≈47. Z-score для 100 = (100-30.9)/47≈1.47 < 3 → не выброс! А на самом деле это выброс. Решение: использовать робастные оценки (медиана и MAD вместо среднего и SD)";"Доверяют Z-score при наличии нескольких выбросов; не используют MAD";2026-07-16 00:00:00
BANK_STAT_040;statistics;z_score_interpretation;Descriptive Statistics;Z-score For Outliers;1;AI;Расчёт Z-score;Средний балл за тест = 70, стандартное отклонение = 12. Студент набрал 94 балла. Каков его Z-score? Интерпретируй.;Z = (94-70)/12 = 24/12 = 2.0. Студент набрал на 2 стандартных отклонения выше среднего. Это примерно 98-й перцентиль (выше ~97.7% студентов при нормальном распределении);"Путают формулу (делят на дисперсию а не на SD); не понимают что Z-score безразмерный";2026-07-16 00:00:00
BANK_STAT_041;statistics;z_score_interpretation;Descriptive Statistics;Z-score For Outliers;2;AI;Обнаружение выбросов через Z-score;В таблице client_metrics: client_id, avg_order_amount. Среднее по всем = 500, SD = 200. Какие client_id имеют |Z| > 3? Интерпретируй таких клиентов.;|Z| > 3 означает отклонение более чем на 3 SD. При нормальном распределении это ~0.3% наблюдений. Для avg_order_amount=500: границы 500±600 → [-100, 1100]. Клиенты с avg_order_amount > 1100 или < -100 (невозможно) — потенциальные аномалии;"Используют только положительный Z; забывают что отрицательный Z тоже может быть выбросом; не проверяют физический смысл";2026-07-16 00:00:00
BANK_STAT_042;statistics;z_score_interpretation;Descriptive Statistics;Z-score For Outliers;3;AI;Z-score для многомерных данных;Предложи метод обнаружения аномалий в данных о клиентах с 5 числовыми признаками. Как использовать Z-score в многомерном случае? Какие есть ограничения?;Вычислить Z-score для каждого признака отдельно, затем найти наблюдения с экстремальными Z по нескольким признакам. Или использовать расстояние Махаланобиса (многомерный аналог Z-score, учитывает корреляции). Ограничения: предполагает эллипсоидную форму данных, чувствителен к маскировке, требует оценки ковариационной матрицы;"Считают Z-score независимо по каждому признаку и не учитывают корреляции; не знают про расстояние Махаланобиса";2026-07-16 00:00:00
