task_code;domain;pattern;pattern_group;pattern_subgroup;difficulty;title;prompt;loaded_to_db_at
SQL_2906_17;sql;conditional_aggregation;SQL Core;Aggregation;2;Выполнение условий в двух месяцах;Найти клиентов, выполнивших условие по сумме completed-заказов одновременно в январе и феврале.;2026-07-16 00:00:00
STAT_2906_01;statistics;critical_region;Hypothesis Testing;Foundations;2;Правосторонняя критическая область (z);Определить критическое значение и критическую область для правостороннего z-критерия.;2026-07-16 00:00:00
STAT_2906_02;statistics;critical_region;Hypothesis Testing;Foundations;2;Двусторонняя критическая область (z);Определить критические значения и критическую область для двустороннего z-критерия.;2026-07-16 00:00:00
STAT_2906_03;statistics;critical_region;Hypothesis Testing;Foundations;2;Левосторонняя критическая область (t);Определить критическую область для t-распределения при левосторонней альтернативе.;2026-07-16 00:00:00
STAT_2906_04;statistics;critical_region;Hypothesis Testing;Foundations;2;Критическая область χ²;Определить критическую область для χ²-критерия проверки дисперсии.;2026-07-16 00:00:00
STAT_2906_05;statistics;shapiro_test;Assumption Tests;Normality;1;Интерпретация Шапиро-Уилка (p>α);Сделать вывод по результату критерия Шапиро-Уилка при p-value > α.;2026-07-16 00:00:00
STAT_2906_06;statistics;shapiro_test;Assumption Tests;Normality;1;Интерпретация Шапиро-Уилка (p>α при α=0.01);Сделать вывод по результату критерия Шапиро-Уилка при другом уровне значимости.;2026-07-16 00:00:00
STAT_2906_07;statistics;test_selection;Hypothesis Testing;Test Selection;2;Алгоритм после проверки нормальности;Описать последовательность действий после нарушения нормальности и анализа QQ-plot.;2026-07-16 00:00:00
STAT_2906_08;statistics;normality_assessment;Assumption Tests;Normality;2;Сравнение тестов нормальности;Сравнить критерии Шапиро-Уилка, Андерсона-Дарлинга и Колмогорова-Смирнова.;2026-07-16 00:00:00
STAT_2906_09;statistics;test_selection;Hypothesis Testing;Test Selection;2;Манна—Уитни и Краскела—Уоллиса;Объяснить различия критериев Манна—Уитни и Краскела—Уоллиса и области применения.;2026-07-16 00:00:00
STAT_2906_10;statistics;test_selection;Hypothesis Testing;Test Selection;2;Манна—Уитни и Колмогорова—Смирнова;Сравнить критерии Манна—Уитни и Колмогорова—Смирнова.;2026-07-16 00:00:00
STAT_2906_11;statistics;nonparametric_post_hoc_test_selection;Nonparametric Analysis;Post-hoc Tests;2;Что делать после Краскела—Уоллиса;Определить дальнейшие действия после значимого результата критерия Краскела—Уоллиса.;2026-07-16 00:00:00
STAT_2906_12;statistics;nonparametric_two_independent_selection;Nonparametric Analysis;Two Independent Samples;2;Две малые ненормальные выборки;Выбрать критерий для сравнения двух небольших независимых выборок при отсутствии нормальности.;2026-07-16 00:00:00
STAT_2906_13;statistics;mann_whitney_test;Nonparametric Analysis;Two Independent Samples;2;Две большие ненормальные выборки;Определить возможность применения критерия Манна—Уитни при больших выборках.;2026-07-16 00:00:00
STAT_2906_14;statistics;standard_error;Estimation;Estimation Concepts;2;Формула стандартной ошибки;Записать формулу стандартной ошибки среднего.;2026-07-16 00:00:00
STAT_2906_15;statistics;one_sample_t_test;Parametric Analysis;One Sample Tests;2;Формула t-критерия;Записать формулу t-статистики для одной выборки.;2026-07-16 00:00:00
STAT_2906_16;statistics;z_test;Parametric Analysis;One Sample Tests;2;Формула z-критерия;Записать формулу z-статистики для одной доли.;2026-07-16 00:00:00
STAT_2906_17;statistics;chi_square_variance_test;Parametric Analysis;One Sample Tests;2;Формула χ²-критерия;Записать формулу χ²-статистики для проверки дисперсии.;2026-07-16 00:00:00
STAT_2906_18;statistics;interval_estimation;Estimation;Confidence Intervals;2;Формула доверительного интервала для среднего;Записать формулу доверительного интервала для среднего.;2026-07-16 00:00:00
STAT_2906_19;statistics;interval_estimation;Estimation;Confidence Intervals;2;Формула доверительного интервала для доли;Записать формулу доверительного интервала для доли.;2026-07-16 00:00:00
PROB_2906_01;theory;classical_probability;Probability;Basics;2;Вероятности при извлечении шаров;Найти вероятность двух белых шаров и вероятность хотя бы одного белого при извлечении без возвращения.;2026-07-16 00:00:00
PROB_2906_02;theory;bayes;Probability;Bayes;2;Формула Байеса для двух коробок;По формуле Байеса определить вероятность выбора второй коробки после извлечения белого шара.;2026-07-16 00:00:00
PROB_2906_03;theory;bayes;Probability;Bayes;3;Байес для медицинского теста;Найти вероятность заболевания при положительном результате теста.;2026-07-16 00:00:00
PROB_2906_04;theory;binomial;Distributions;Discrete;1;Монета: ровно два орла;Найти вероятность появления ровно двух орлов при трёх бросках монеты.;2026-07-16 00:00:00
PROB_2906_05;theory;distribution_identification;Distributions;Distribution Concepts;1;Определение распределений;Определить подходящее распределение по описанию случайной величины.;2026-07-16 00:00:00
PROB_2906_06;theory;poisson;Distributions;Discrete;2;Вероятности распределения Пуассона;Вычислить вероятности P(X=0) и P(X=1) для распределения Пуассона.;2026-07-16 00:00:00
PROB_2906_07;theory;exponential_distribution;Distributions;Continuous;2;Экспоненциальное распределение;Найти параметр λ и вероятность превышения заданного времени.;2026-07-16 00:00:00
PROB_2906_08;theory;geometric;Distributions;Discrete;2;Геометрическое распределение;Найти математическое ожидание и вероятность заданного номера испытания.;2026-07-16 00:00:00
PROB_2906_09;theory;uniform_distribution;Distributions;Continuous;2;Равномерное распределение;Найти математическое ожидание, дисперсию и вероятность попадания в интервал.;2026-07-16 00:00:00
PROB_2906_10;theory;normal_distribution;Distributions;Continuous;2;Нормальное распределение;Определить вероятность превышения значения и диапазон 95% наблюдений.;2026-07-16 00:00:00
PROB_2906_11;theory;covariance;Dependence;Covariance;3;Ковариация по совместному распределению;Вычислить E[X], E[Y], E[XY], Cov(X,Y) и определить наличие зависимости.;2026-07-16 00:00:00
PROB_2906_12;theory;conditional_expectation;Expectation & Variance;Expectation;3;Условное математическое ожидание;Найти условные математические ожидания E[Y│X].;2026-07-16 00:00:00
PROB_2906_13;theory;variance_properties;Expectation & Variance;Variance;2;Дисперсия суммы и корреляция;Найти дисперсию суммы случайных величин и коэффициент корреляции.;2026-07-16 00:00:00
PROB_2906_14;theory;portfolio_variance;Expectation & Variance;Applications;3;Дисперсия портфеля;Найти ковариацию активов и дисперсию портфеля.;2026-07-16 00:00:00
PROB_2906_15;theory;sigma_rule;Distributions;Normal Distribution;1;Правило трёх сигм;Назвать долю наблюдений в пределах одной, двух и трёх сигм.;2026-07-16 00:00:00
PROB_2906_16;theory;chebyshev_inequality;Expectation & Variance;Inequalities;2;Неравенство Чебышёва;Записать формулу Чебышёва и оценить вероятность отклонения не менее двух сигм.;2026-07-16 00:00:00
PROB_2906_17;theory;independence;Probability;Conditional;2;Независимость и несовместность;Объяснить различия независимых и несовместных событий и привести примеры.;2026-07-16 00:00:00
PROB_2906_18;theory;correlation_interpretation;Dependence;Covariance;2;Нулевая корреляция и независимость;Объяснить, означает ли нулевая корреляция независимость, и привести контрпример.;2026-07-16 00:00:00
PROB_2906_19;theory;distribution_properties;Distributions;Distribution Concepts;2;Связь Пуассона и экспоненциального распределения;Объяснить связь распределений Пуассона и экспоненциального распределения.;2026-07-16 00:00:00
PROB_2906_20;theory;distribution_properties;Distributions;Distribution Concepts;2;Связь нормального, χ² и распределения Стьюдента;Объяснить происхождение χ² и t-распределения из нормального распределения.;2026-07-16 00:00:00
SQL_0107_01;sql;constraints;SQL Theory;Basics;1;NULL во внешнем ключе;Объяснить, может ли внешний ключ содержать NULL и в каких случаях это допустимо.;2026-07-16 00:00:00
SQL_0107_02;sql;table_relationships;SQL Theory;Data Modeling;1;Типы связей между таблицами;Назвать типы связей между таблицами и привести реальные примеры для каждой.;2026-07-16 00:00:00
SQL_0107_03;sql;null_handling;SQL Theory;NULL Handling;1;COUNT(*) и COUNT(column);Объяснить различия между COUNT(*) и COUNT(column) при наличии NULL.;2026-07-16 00:00:00
SQL_0107_04;sql;constraints;SQL Theory;Basics;1;Ссылочная целостность;Объяснить понятие ссылочной целостности и роль внешнего ключа в её обеспечении.;2026-07-16 00:00:00
SQL_0107_05;sql;constraints;SQL Theory;Basics;2;TRUNCATE и внешние ключи;Объяснить, почему TRUNCATE блокируется при наличии внешних ключей и когда можно использовать CASCADE.;2026-07-16 00:00:00
SQL_0107_06;sql;join;SQL Core;Joins;2;Пользователи, отправлявшие код и на выполнение, и на проверку;Найти количество уникальных пользователей, отправлявших код и в coderun, и в codesubmit.;2026-07-16 00:00:00
SQL_0107_07;sql;anti_join;SQL Core;Joins;2;Пользователи без отправок на проверку;Найти количество пользователей, отправлявших код на выполнение, но не отправлявших на проверку.;2026-07-16 00:00:00
SQL_0107_08;sql;conditional_aggregation;SQL Core;Aggregation;1;Активные и неактивные пользователи;Посчитать количество активных и неактивных пользователей.;2026-07-16 00:00:00
SQL_0107_09;sql;conditional_aggregation;SQL Core;Aggregation;2;Активность пользователей по компаниям;Посчитать количество активных и неактивных пользователей по каждой компании.;2026-07-16 00:00:00
SQL_0107_10;sql;aggregation;SQL Core;Aggregation;1;Список email через STRING_AGG;"Собрать все email в одну строку через '; ' с сортировкой по возрастанию.";2026-07-16 00:00:00
SQL_0107_11;sql;deduplication;Data Modeling;Data Quality;3;Удаление дубликатов email;Удалить дубликаты email, оставив запись с минимальным id.;2026-07-16 00:00:00
SQL_0107_12;sql;regex;Data Handling;Strings;3;Проверка email через Regex;Определить валидность email с помощью регулярного выражения и проверки количества символов '@'.;2026-07-16 00:00:00
SQL_0107_13;sql;rank_dense_rank;SQL Core;Window Functions;3;Третья зарплата и второй заказ;Найти третью по величине зарплату в отделе и второй заказ каждого пользователя.;2026-07-16 00:00:00
SQL_0107_14;sql;gaps_islands;SQL Core;Window Functions;3;Серии входов длиной 5+ дней;Найти пользователей с непрерывной серией входов длиной не менее пяти дней.;2026-07-16 00:00:00
SQL_0107_15;sql;sql_reading;SQL Core;Basics;2;Анализ запроса со streaks;Объяснить работу SQL-запроса, определить grain и назначение каждого этапа.;2026-07-16 00:00:00
SQL_0107_16;sql;retention;Product Analytics;User Lifecycle;3;Месячный retention;Рассчитать month-1 retention по когортам за последние шесть месяцев.;2026-07-16 00:00:00
SQL_0107_17;sql;exists;SQL Core;Subqueries / CTE;2;NOT EXISTS против LEFT JOIN;Найти пользователей без заказов за 2024 год через NOT EXISTS и LEFT JOIN, объяснить отличие от NOT IN.;2026-07-16 00:00:00
STAT_0107_01;statistics;dependent_vs_independent_samples;Experimental Design;Study Design;2;Зависимые и независимые выборки;Объяснить различия между зависимыми и независимыми выборками и привести примеры.;2026-07-16 00:00:00
STAT_0107_02;statistics;dependent_vs_independent_samples;Experimental Design;Study Design;2;Почему нельзя применять парный t-тест в A/B;Объяснить, почему классический A/B-тест не анализируют парным t-тестом.;2026-07-16 00:00:00
STAT_0107_03;statistics;dependent_vs_independent_samples;Experimental Design;Study Design;2;До и после лечения;Определить тип выборок и выбрать критерий при нормальных данных.;2026-07-16 00:00:00
STAT_0107_04;statistics;paired_t_test;Parametric Analysis;Paired Samples;2;Логика парного t-теста;Объяснить принцип работы парного t-теста и его связь с одновыборочным t-тестом.;2026-07-16 00:00:00
STAT_0107_05;statistics;paired_test_selection;Parametric Analysis;Paired Samples;2;Парный t-тест и альтернатива;Выбрать критерий и тип альтернативной гипотезы для зависимых выборок.;2026-07-16 00:00:00
STAT_0107_06;statistics;repeated_measures_anova;Parametric Analysis;Multiple Paired Groups;3;ANOVA с повторными измерениями;Объяснить разбиение внутригрупповой изменчивости и смысл такого разложения.;2026-07-16 00:00:00
STAT_0107_07;statistics;paired_test_selection;Parametric Analysis;Paired Samples;2;Уилкоксон и парный t-тест;Сравнить критерий Уилкоксона и парный t-тест.;2026-07-16 00:00:00
STAT_0107_08;statistics;critical_region;Hypothesis Testing;Foundations;2;Интерпретация статистики Уилкоксона;Определить решение по критерию Уилкоксона по статистике T и критическому значению.;2026-07-16 00:00:00
STAT_0107_09;statistics;multiple_paired_test_selection;Parametric Analysis;Multiple Paired Groups;2;Фридман и ANOVA;Сравнить критерий Фридмана и ANOVA с повторными измерениями.;2026-07-16 00:00:00
STAT_0107_10;statistics;paired_test_selection;Parametric Analysis;Paired Samples;2;G-критерий знаков;Объяснить отличие критерия знаков от критерия Уилкоксона.;2026-07-16 00:00:00
STAT_0107_11;statistics;test_selection;Hypothesis Testing;Test Selection;2;Манна—Уитни и Краскела—Уоллиса;Сравнить критерии и определить область применения каждого.;2026-07-16 00:00:00
STAT_0107_12;statistics;test_selection;Hypothesis Testing;Test Selection;2;Манна—Уитни и Колмогорова—Смирнова;Сравнить критерии и объяснить, что проверяет каждый.;2026-07-16 00:00:00
STAT_0107_13;statistics;nonparametric_post_hoc_test_selection;Nonparametric Analysis;Post-hoc Tests;2;После Краскела—Уоллиса;Определить следующий шаг после значимого результата критерия Краскела—Уоллиса.;2026-07-16 00:00:00
STAT_0107_14;statistics;critical_region;Hypothesis Testing;Foundations;2;Почему правило решения обратное;Объяснить отличие правила принятия решения в критерии Уилкоксона от t- и z-тестов.;2026-07-16 00:00:00
STAT_0107_15;statistics;critical_region;Hypothesis Testing;Foundations;2;Решение по Манна—Уитни;Принять решение по статистике U и критическому значению.;2026-07-16 00:00:00
STAT_0107_16;statistics;critical_region;Hypothesis Testing;Foundations;2;Решение по Уилкоксону;Принять решение по статистике T и критическому значению.;2026-07-16 00:00:00
STAT_0107_17;statistics;test_selection;Hypothesis Testing;Test Selection;3;Карта статистических критериев;Для различных ситуаций выбрать подходящий статистический критерий.;2026-07-16 00:00:00
SQL_0207_01;sql;join_concepts;SQL Theory;Joins;2;Количество строк после LEFT JOIN;Определить минимальное и максимальное количество строк после LEFT JOIN и объяснить правило размножения строк.;2026-07-16 00:00:00
SQL_0207_02;sql;aggregation_concepts;SQL Theory;Aggregation;2;GROUP BY и агрегатные функции;Объяснить назначение GROUP BY и случаи использования агрегатных функций без GROUP BY.;2026-07-16 00:00:00
SQL_0207_03;sql;aggregation_concepts;SQL Theory;Aggregation;2;WHERE и HAVING;Объяснить различия между WHERE и HAVING и назвать порядок выполнения SQL-запроса.;2026-07-16 00:00:00
SQL_0207_04;sql;null_handling;SQL Theory;NULL Handling;2;Функция COALESCE;Объяснить назначение COALESCE и привести практический пример использования.;2026-07-16 00:00:00
SQL_0207_05;sql;dbms_architecture;SQL Theory;DBMS;2;PostgreSQL против MySQL;Назвать две архитектурные особенности PostgreSQL, отличающие его от MySQL.;2026-07-16 00:00:00
SQL_0207_06;sql;aggregation;SQL Core;Aggregation;2;Список фамилий по компаниям;Для каждой компании вывести список фамилий пользователей через STRING_AGG, исключив NULL и компании без пользователей.;2026-07-16 00:00:00
SQL_0207_07;sql;aggregation;SQL Core;Aggregation;3;Самая частая задача пользователя;Для каждого пользователя определить наиболее часто отправляемую задачу с использованием MODE().;2026-07-16 00:00:00
SQL_0207_08;sql;aggregation;SQL Core;Aggregation;2;Массив логинов;Собрать массив логинов пользователей, отсортированный по дате регистрации и логину.;2026-07-16 00:00:00
SQL_0207_09;sql;aggregation;SQL Core;Aggregation;2;Массив уникальных задач;Для каждого пользователя собрать отсортированный массив уникальных problem_id.;2026-07-16 00:00:00
SQL_0207_10;sql;percentile_functions;SQL Core;Window Functions;3;95-й процентиль оценки;Рассчитать 95-й процентиль оценки активных пользователей.;2026-07-16 00:00:00
SQL_0207_11;sql;regex;Data Handling;Strings;2;Проверка кода товара;Проверить код товара с помощью регулярного выражения.;2026-07-16 00:00:00
SQL_0207_12;sql;deduplication;Data Modeling;Data Quality;2;Удаление дубликатов email;Найти дубликаты email и удалить все записи кроме записи с минимальным id.;2026-07-16 00:00:00
SQL_0207_13;sql;forward_fill;SQL Core;Window Functions;3;Forward Fill цен акций;Заполнить пропущенные даты последней известной ценой акции.;2026-07-16 00:00:00
SQL_0207_14;sql;running_aggregates;SQL Core;Window Functions;3;Баланс доходов и расходов;Объединить доходы и расходы и рассчитать накопительный баланс.;2026-07-16 00:00:00
SQL_0207_15;sql;retention;Product Analytics;User Lifecycle;3;Retention за последние 7 дней;Рассчитать day 1, day 3 и day 7 retention для когорт последних 7 дней.;2026-07-16 00:00:00
SQL_0207_16;sql;exists;SQL Core;Subqueries / CTE;3;EXISTS и ALL;Использовать EXISTS и оператор ALL для сравнения зарплат сотрудников.;2026-07-16 00:00:00
SQL_0207_17;sql;recursive_cte;SQL Core;Subqueries / CTE;3;Иерархия сотрудников;Использовать WITH RECURSIVE для получения всех подчинённых CEO с уровнем вложенности.;2026-07-16 00:00:00
SQL_0207_18;sql;exists;SQL Core;Subqueries / CTE;3;Департаменты без высоких зарплат;Найти департаменты, где нет сотрудников с зарплатой выше 100000.;2026-07-16 00:00:00
SQL_0207_19;sql;lag_lead;SQL Core;Window Functions;3;Интервалы между заказами;Найти пользователей, у которых между соседними заказами прошло более 90 дней.;2026-07-16 00:00:00
SQL_0307_01;sql;aggregation;SQL Core;Aggregation;2;Пользователи с максимальным XP;Вывести пользователей с максимальным количеством очков опыта.;2026-07-16 00:00:00
SQL_0307_02;sql;aggregation;SQL Core;Aggregation;2;Задачи выше среднего рейтинга;Вывести задачи, рейтинг которых выше среднего по таблице.;2026-07-16 00:00:00
SQL_0307_03;sql;having;SQL Core;Aggregation;2;Пользователи с более чем 5 правильными решениями;Вывести пользователей, имеющих более пяти правильных решений.;2026-07-16 00:00:00
SQL_0307_04;sql;aggregation;SQL Core;Aggregation;2;Задачи рядом с минимальным рейтингом;Найти задачи, рейтинг которых не превышает минимальный рейтинг более чем на 5 единиц.;2026-07-16 00:00:00
SQL_0307_05;sql;lag_lead;SQL Core;Window Functions;3;Пользователи без отправок более 30 дней;Найти пользователей, которые не отправляли решения более 30 дней до указанной даты.;2026-07-16 00:00:00
SQL_0307_06;sql;exists;SQL Core;Subqueries / CTE;2;Пользователи, отправлявшие код на выполнение;Найти пользователей, которые хотя бы один раз отправляли код на выполнение.;2026-07-16 00:00:00
SQL_0307_07;sql;exists;SQL Core;Subqueries / CTE;2;Пользователи без запусков кода;Найти пользователей, которые никогда не отправляли код на выполнение.;2026-07-16 00:00:00
SQL_0307_08;sql;any_all;SQL Core;Subqueries / CTE;2;Сравнение через ANY;Найти пользователей, удовлетворяющих сравнению через оператор ANY.;2026-07-16 00:00:00
SQL_0307_09;sql;any_all;SQL Core;Subqueries / CTE;2;Сравнение через ALL;Найти пользователей, удовлетворяющих сравнению через оператор ALL.;2026-07-16 00:00:00
SQL_0307_10;sql;conditional_aggregation;SQL Core;Aggregation;2;Задачи на Python или SQL;Найти задачи, отправленные на Python или SQL.;2026-07-16 00:00:00
SQL_0307_11;sql;regex;Data Handling;Strings;2;Проверка SKU регулярным выражением;Проверить формат SKU с помощью регулярных выражений.;2026-07-16 00:00:00
SQL_0307_12;sql;sql_commands;SQL Theory;Basics;2;CREATE TABLE и ALTER TABLE;Создать таблицу и выполнить изменения структуры с помощью DDL-команд.;2026-07-16 00:00:00
SQL_0307_13;sql;pivot_unpivot;Data Handling;Data Reshaping;3;Pivot квартальной выручки;Развернуть кварталы в отдельные колонки и посчитать итоговую выручку.;2026-07-16 00:00:00
SQL_0307_14;sql;self_join;SQL Core;Joins;3;Руководители и подчинённые;Для каждого сотрудника определить руководителя, месяц найма и количество подчинённых.;2026-07-16 00:00:00
SQL_0307_15;sql;sql_reading;SQL Core;Basics;2;Чтение запроса с LAG;Проанализировать SQL-запрос и объяснить его работу.;2026-07-16 00:00:00
SQL_0307_16;sql;retention;Product Analytics;User Lifecycle;3;Месячный retention за 3 месяца;Рассчитать month 1 retention для когорт последних трёх месяцев.;2026-07-16 00:00:00
SQL_0307_17;sql;exists;SQL Core;Subqueries / CTE;3;EXISTS и возвраты заказов;Решить задачи с EXISTS и NOT EXISTS по возвратам заказов.;2026-07-16 00:00:00
SQL_0407_01;sql;null_handling;SQL Theory;NULL Handling;1;NULL и сравнение;Объяснить, что такое NULL в SQL и почему выражение column = NULL никогда не возвращает строки.;2026-07-16 00:00:00
SQL_0407_02;sql;sql_commands;SQL Theory;Basics;1;DELETE и TRUNCATE;Объяснить различия между DELETE и TRUNCATE и указать, когда предпочтительно использовать TRUNCATE.;2026-07-16 00:00:00
SQL_0407_03;sql;constraints;SQL Theory;Basics;2;Внешний ключ и UNIQUE;Объяснить, может ли внешний ключ ссылаться на столбец, который не является первичным ключом.;2026-07-16 00:00:00
SQL_0407_04;sql;window_function_concepts;SQL Theory;Window Functions;1;DENSE_RANK и RANK;Объяснить различия между DENSE_RANK() и RANK() на примере.;2026-07-16 00:00:00
SQL_0407_05;sql;constraints;SQL Theory;Basics;1;TRUNCATE и внешний ключ;Объяснить, почему TRUNCATE не выполняется при наличии внешних ключей и когда используется CASCADE.;2026-07-16 00:00:00
SQL_0407_06;sql;rank_dense_rank;SQL Core;Window Functions;1;RANK по рейтингу задач;Вывести задачи с рейтингом и рангом, рассчитанным функцией RANK().;2026-07-16 00:00:00
SQL_0407_07;sql;rank_dense_rank;SQL Core;Window Functions;1;DENSE_RANK пользователей;Вывести пользователей с DENSE_RANK по количеству опыта.;2026-07-16 00:00:00
SQL_0407_08;sql;ntile;SQL Core;Window Functions;2;NTILE по рейтингу задач;Разделить задачи на 5 групп по рейтингу с помощью NTILE().;2026-07-16 00:00:00
SQL_0407_09;sql;row_number;SQL Core;Window Functions;1;Последовательность входов;Пронумеровать входы пользователей в обратном хронологическом порядке.;2026-07-16 00:00:00
SQL_0407_10;sql;row_number;SQL Core;Window Functions;2;Последний пользователь компании;Для каждой компании вывести последнего зарегистрированного пользователя.;2026-07-16 00:00:00
SQL_0407_11;sql;regex;Data Handling;Strings;2;Проверка и очистка телефона;Проверить корректность номера телефона и очистить невалидные номера с помощью regexp_replace().;2026-07-16 00:00:00
SQL_0407_12;sql;recursive_cte;SQL Core;Subqueries / CTE;3;Иерархия сотрудников;Использовать WITH RECURSIVE для поиска всех подчинённых CEO и определения уровней вложенности.;2026-07-16 00:00:00
SQL_0407_13;sql;union_union_all;Data Handling;Set Operations;3;Сравнение продаж двух лет;Объединить продажи двух лет через UNION ALL, определить топ продуктов и сравнить рост выручки.;2026-07-16 00:00:00
SQL_0407_14;sql;self_join;SQL Core;Joins;2;Зарплата выше руководителя;Найти сотрудников, зарплата которых выше зарплаты непосредственного руководителя.;2026-07-16 00:00:00
SQL_0407_15;sql;retention;Product Analytics;User Lifecycle;3;Month 1 и Month 2 retention;Рассчитать месячный retention (month 1 и month 2) для когорт последних шести месяцев.;2026-07-16 00:00:00
SQL_0407_16;sql;exists;SQL Core;Subqueries / CTE;3;Все заказы возвращены;Решить задачи с EXISTS/NOT EXISTS по возвратам заказов.;2026-07-16 00:00:00
SQL_0607_01;sql;row_number;SQL Core;Window Functions;2;7-й ранг по количеству отправок;Найти количество отправок кода на проверку для месяца, имеющего 7-й ранг по количеству отправок.;2026-07-16 00:00:00
SQL_0607_02;sql;window_functions;SQL Core;Window Functions;3;Первая и последняя задача по языкам;Для каждого языка программирования определить первую и последнюю отправленную на проверку задачу.;2026-07-16 00:00:00
SQL_0607_03;sql;lag_lead;SQL Core;Window Functions;2;Сравнение количества отправок по месяцам;Для каждого месяца вывести количество отправок и значения за два месяца назад и два месяца вперёд с помощью LAG/LEAD.;2026-07-16 00:00:00
SQL_0607_04;sql;lag_lead;SQL Core;Window Functions;2;Предыдущая и следующая посещённая страница;Для каждого входа пользователя вывести предыдущую и следующую посещённую страницу.;2026-07-16 00:00:00
SQL_0607_05;sql;lag_lead;SQL Core;Window Functions;2;Сравнение суммы опыта по месяцам;Для каждого месяца вывести сумму опыта, сумму за предыдущий месяц и разницу между ними.;2026-07-16 00:00:00
SQL_0707_01;sql;constraints;SQL Theory;Basics;1;Первичный ключ;Объяснить, что такое первичный ключ, почему он не может содержать NULL и какие свойства он обеспечивает.;2026-07-16 00:00:00
SQL_0707_02;sql;sql_commands;SQL Theory;Basics;1;Группы команд SQL;Назвать четыре группы SQL-команд (DDL, DML, DCL, TCL) и привести пример для каждой.;2026-07-16 00:00:00
SQL_0707_03;sql;constraints;SQL Theory;Basics;1;Внешний ключ и ссылочная целостность;Объяснить назначение внешнего ключа и его роль в обеспечении ссылочной целостности данных.;2026-07-16 00:00:00
SQL_0707_04;sql;sql_commands;SQL Theory;Basics;2;DELETE и TRUNCATE;Сравнить команды DELETE и TRUNCATE, объяснить различия, особенности работы с внешними ключами и основные сценарии использования.;2026-07-16 00:00:00
SQL_0707_05;sql;indexes;SQL Theory;Performance;2;Индекс для внешнего ключа;Объяснить, создаётся ли индекс для внешнего ключа автоматически, когда его следует создавать вручную и зачем это нужно.;2026-07-16 00:00:00
SQL_0707_06;sql;percentile_functions;SQL Core;Window Functions;2;Кумулятивное распределение пользователей;Для каждого пользователя вывести количество баллов и кумулятивное распределение с помощью CUME_DIST().;2026-07-16 00:00:00
SQL_0707_07;sql;running_aggregates;SQL Core;Window Functions;2;Накопительная регистрация пользователей;Для каждого месяца вывести количество регистраций и накопительный итог количества пользователей.;2026-07-16 00:00:00
SQL_0707_08;sql;window_functions;SQL Core;Window Functions;2;Доля задач каждого языка;Для каждого языка программирования вычислить количество задач и долю от общего количества.;2026-07-16 00:00:00
SQL_0707_09;sql;rolling_window;SQL Core;Time Series;2;Скользящее среднее опыта пользователей;Для каждого месяца вычислить сумму опыта и скользящее среднее за текущий и предыдущий месяц.;2026-07-16 00:00:00
SQL_0707_10;sql;rolling_window;SQL Core;Time Series;2;Скользящее среднее уникальных задач;Для каждого месяца вычислить количество уникальных задач и скользящее среднее за последние три месяца.;2026-07-16 00:00:00
SQL_0707_11;sql;regex;Data Handling;Strings;2;Проверка артикула товара;Проверить соответствие артикула шаблону «три заглавные буквы — дефис — три цифры» с помощью регулярного выражения.;2026-07-16 00:00:00
SQL_0707_12;sql;percentile_functions;SQL Core;Window Functions;2;Кумулятивное распределение и процентиль;Для каждого пользователя вычислить CUME_DIST() и процент пользователей с баллами меньше либо равными текущему.;2026-07-16 00:00:00
SQL_0707_13;sql;window_functions;SQL Core;Window Functions;3;FIRST_VALUE и LAST_VALUE;Для каждого языка определить первую и последнюю отправленную задачу с помощью FIRST_VALUE() и LAST_VALUE(), затем решить ту же задачу через DISTINCT ON и сравнить подходы.;2026-07-16 00:00:00
SQL_0707_14;sql;ntile;SQL Core;Window Functions;2;Квартили и децили;Разделить сотрудников на квартили и децили с помощью NTILE(), определить пользователей из верхних 20%.;2026-07-16 00:00:00
SQL_0707_15;sql;recursive_cte;SQL Core;Subqueries / CTE;3;Иерархия сотрудников;Построить иерархию сотрудников с помощью WITH RECURSIVE и определить непосредственных руководителей.;2026-07-16 00:00:00
SQL_0707_16;sql;retention;Product Analytics;User Lifecycle;3;Дневной retention D1/D3/D7;Рассчитать дневной retention по когортам за последние 14 дней.;2026-07-16 00:00:00
SQL_0707_17;sql;sql_reading;SQL Core;Basics;1;CUME_DIST и NTILE;Объяснить работу CUME_DIST(), NTILE() и интерпретировать результаты оконных функций.;2026-07-16 00:00:00
SQL_0707_19;sql;rolling_window;SQL Core;Time Series;3;Скользящее среднее продаж;Для каждого товара вычислить скользящее среднее суммы продаж за последние семь дней.;2026-07-16 00:00:00
SQL_0707_20;sql;window_functions;SQL Core;Window Functions;2;Категоризация клиентов по средней сумме;Разделить клиентов на категории относительно средней суммы заказов с использованием оконных функций.;2026-07-16 00:00:00
SQL_0707_21;sql;conditional_aggregation;SQL Core;Aggregation;3;Среднее время решения задач;Для каждой задачи вычислить среднее время от первой отправки до первой успешной отправки.;2026-07-16 00:00:00
SQL_0707_22;sql;having;SQL Core;Aggregation;2;Пользователи без повторных входов;Найти пользователей, у которых был единственный вход более 90 дней назад.;2026-07-16 00:00:00
SQL_0807_01;sql;join_concepts;SQL Theory;Joins;1;Cardinality при LEFT JOIN;Определить минимальное и максимальное количество строк после LEFT JOIN и объяснить, почему результат зависит от количества совпадений.;2026-07-16 00:00:00
